id,file,type,deleted,score,createdAt,updatedAt,UserId
159,image-537187-1576912375989.jpg,image,t,1,2019-12-21 12:42:55.996+05:30,2020-01-23 21:57:28.762+05:30,233
160,image-126973-1576912388417.jpg,image,t,1,2019-12-21 12:43:08.434+05:30,2020-01-23 21:57:28.762+05:30,233
163,image-612484-1576912450811.jpg,image,t,1,2019-12-21 12:44:10.955+05:30,2020-01-23 21:57:28.762+05:30,233
987,database-780112-1579749284406.xlsx,database,t,1,2020-01-23 08:44:44.501+05:30,2020-01-23 21:57:28.762+05:30,1177
236,image-554078-1577366466666.jpg,image,t,1,2019-12-26 18:51:06.676+05:30,2020-01-26 13:02:32.986+05:30,236
237,image-301562-1577366485676.jpg,image,t,1,2019-12-26 18:51:25.692+05:30,2020-01-26 13:08:06.974+05:30,236
970,image-530401-1579627231911.png,image,t,1,2020-01-21 22:50:31.947+05:30,2020-01-26 16:33:06.523+05:30,1501
294,image-188366-1577554763608.jpg,image,t,1,2019-12-28 23:09:23.631+05:30,2020-01-26 16:42:43.981+05:30,112
255,database-757576-1577371442617.xlsx,database,t,33,2019-12-26 20:14:02.674+05:30,2020-01-18 16:38:03.308+05:30,327
256,database-900275-1577371444027.xlsx,database,t,33,2019-12-26 20:14:04.07+05:30,2020-01-18 16:38:03.308+05:30,327
286,database-928178-1577388708711.xlsx,database,t,4,2019-12-27 01:01:48.725+05:30,2020-01-18 16:59:55.871+05:30,324
285,database-381799-1577388697592.xlsx,database,t,4,2019-12-27 01:01:37.921+05:30,2020-01-18 17:25:40.713+05:30,324
295,database-167789-1577560223262.xlsx,database,t,26,2019-12-29 00:40:23.482+05:30,2020-01-21 17:39:14.069+05:30,240
296,database-128266-1577560334101.xlsx,database,t,26,2019-12-29 00:42:14.157+05:30,2020-01-21 17:39:14.069+05:30,240
944,database-929835-1579536089279.xlsx,database,t,2,2020-01-20 21:31:29.39+05:30,2020-01-21 21:29:31.358+05:30,1092
32,image-77569-1576578167134.jpg,image,t,1,2019-12-17 15:52:47.142+05:30,2020-01-23 21:40:16.056+05:30,233
334,image-629202-1577916563172.png,image,t,1,2020-01-02 03:39:23.181+05:30,2020-01-26 17:07:23.25+05:30,291
945,database-20470-1579536089930.xlsx,database,t,2,2020-01-20 21:31:29.955+05:30,2020-01-21 21:44:49.488+05:30,1092
335,image-198446-1577916568765.png,image,t,1,2020-01-02 03:39:28.77+05:30,2020-01-26 17:07:23.25+05:30,291
336,image-86361-1577916569044.png,image,t,1,2020-01-02 03:39:29.047+05:30,2020-01-26 17:07:23.25+05:30,291
235,image-645053-1577366341829.jpg,image,t,1,2019-12-26 18:49:01.875+05:30,2020-01-25 14:11:46.728+05:30,236
986,database-850183-1579749284196.xlsx,database,t,1,2020-01-23 08:44:44.39+05:30,2020-01-23 22:00:51.762+05:30,1177
988,database-83814-1579749302003.xlsx,database,t,1,2020-01-23 08:45:02.09+05:30,2020-01-23 22:00:51.762+05:30,1177
238,image-612949-1577366506945.jpg,image,t,1,2019-12-26 18:51:46.959+05:30,2020-01-25 14:21:01.612+05:30,236
239,image-947740-1577366528831.jpg,image,t,1,2019-12-26 18:52:08.846+05:30,2020-01-25 16:06:56.898+05:30,236
244,database-498857-1577370835553.xlsx,database,t,36,2019-12-26 20:03:55.703+05:30,2020-01-13 20:29:02.234+05:30,283
259,database-801983-1577371486797.xlsx,database,t,36,2019-12-26 20:14:46.845+05:30,2020-01-13 20:29:50.17+05:30,283
243,database-646055-1577370834955.xlsx,database,t,36,2019-12-26 20:03:55.515+05:30,2020-01-13 20:30:38.291+05:30,283
254,database-339294-1577371422441.xlsx,database,t,36,2019-12-26 20:13:42.503+05:30,2020-01-13 20:31:37.854+05:30,283
257,database-283386-1577371457795.xlsx,database,t,36,2019-12-26 20:14:17.869+05:30,2020-01-13 20:32:50.542+05:30,283
258,database-625424-1577371473349.xlsx,database,t,36,2019-12-26 20:14:33.491+05:30,2020-01-13 20:34:42.007+05:30,283
245,database-298101-1577370837173.xlsx,database,t,36,2019-12-26 20:03:57.257+05:30,2020-01-13 20:35:22.517+05:30,283
289,database-616038-1577438705884.xlsx,database,t,100,2019-12-27 14:55:06.156+05:30,2020-01-13 21:26:54.464+05:30,325
290,database-123810-1577461721943.xlsx,database,t,46,2019-12-27 21:18:42.017+05:30,2020-01-14 14:01:44.833+05:30,278
284,database-344582-1577380062498.xlsx,database,t,16,2019-12-26 22:37:42.524+05:30,2020-01-14 14:08:10.106+05:30,348
292,database-582077-1577553987089.xlsx,database,t,3,2019-12-28 22:56:27.221+05:30,2020-01-17 20:16:24.999+05:30,112
291,database-105213-1577465989763.xlsx,database,t,21,2019-12-27 22:29:49.808+05:30,2020-01-18 15:50:31.361+05:30,336
240,image-791797-1577366557656.jpg,image,t,1,2019-12-26 18:52:37.662+05:30,2020-01-25 16:10:24.437+05:30,236
246,database-893723-1577371142224.xlsx,database,t,21,2019-12-26 20:09:02.243+05:30,2020-01-13 21:27:29.208+05:30,283
241,image-290320-1577366571467.jpg,image,t,1,2019-12-26 18:52:51.468+05:30,2020-01-25 16:14:00.528+05:30,236
242,image-868032-1577366586669.jpg,image,t,1,2019-12-26 18:53:06.679+05:30,2020-01-25 16:19:47.084+05:30,236
227,image-844986-1577336662103.jpg,image,t,1,2019-12-26 10:34:22.247+05:30,2020-01-24 21:31:28.423+05:30,233
228,image-203484-1577336666456.jpg,image,t,1,2019-12-26 10:34:26.638+05:30,2020-01-24 21:31:28.423+05:30,233
229,image-842134-1577336694989.jpg,image,t,1,2019-12-26 10:34:55.005+05:30,2020-01-24 21:31:28.423+05:30,233
527,image-300546-1578493457191.png,image,t,1,2020-01-08 19:54:17.204+05:30,2020-01-28 22:31:45.521+05:30,998
528,image-788775-1578493481192.png,image,t,1,2020-01-08 19:54:41.282+05:30,2020-01-28 22:31:45.521+05:30,998
529,image-370040-1578493497878.png,image,t,1,2020-01-08 19:54:57.895+05:30,2020-01-28 22:31:45.521+05:30,998
252,image-232793-1577371271632.png,image,t,1,2019-12-26 20:11:11.651+05:30,2020-01-26 16:38:01.12+05:30,328
922,image-640055-1579352845172.jpg,image,t,1,2020-01-18 18:37:25.206+05:30,2020-01-26 16:38:01.12+05:30,1300
923,image-241367-1579352861558.jpg,image,t,1,2020-01-18 18:37:41.573+05:30,2020-01-26 16:38:01.12+05:30,1300
287,image-810524-1577438533128.jpg,image,t,1,2019-12-27 14:52:13.26+05:30,2020-01-26 16:38:01.12+05:30,325
288,image-762279-1577438535675.jpg,image,t,1,2019-12-27 14:52:15.679+05:30,2020-01-26 16:38:01.12+05:30,325
293,image-683780-1577554691434.jpg,image,t,1,2019-12-28 23:08:11.442+05:30,2020-01-26 16:38:01.12+05:30,112
323,database-734307-1577802993225.xlsx,database,t,8,2019-12-31 20:06:33.464+05:30,2020-01-19 14:15:28.747+05:30,326
299,database-500158-1577705710740.xlsx,database,t,4,2019-12-30 17:05:11.056+05:30,2020-01-19 14:21:58.314+05:30,330
301,database-767546-1577705828501.xlsx,database,t,4,2019-12-30 17:07:08.661+05:30,2020-01-19 14:23:32.095+05:30,330
300,database-498994-1577705712028.xlsx,database,t,4,2019-12-30 17:05:12.073+05:30,2020-01-19 14:23:56.361+05:30,330
324,database-818989-1577882293154.xlsx,database,t,1,2020-01-01 18:08:13.199+05:30,2020-01-21 20:33:39.774+05:30,317
924,image-972631-1579352877685.jpg,image,t,1,2020-01-18 18:37:57.766+05:30,2020-01-26 16:42:43.981+05:30,1300
303,image-841822-1577733706413.png,image,t,1,2019-12-31 00:51:47.202+05:30,2020-01-26 16:42:43.981+05:30,391
946,database-921761-1579539710649.xlsx,database,t,2,2020-01-20 22:31:50.729+05:30,2020-01-21 21:44:49.488+05:30,1092
971,image-525941-1579627449958.jpg,image,t,1,2020-01-21 22:54:09.973+05:30,2020-01-26 16:42:43.981+05:30,1501
990,database-788947-1579749341604.xlsx,database,t,1,2020-01-23 08:45:41.674+05:30,2020-01-23 22:00:51.762+05:30,1177
332,image-554109-1577916454895.png,image,t,1,2020-01-02 03:37:34.898+05:30,2020-01-26 17:07:23.25+05:30,291
333,image-200901-1577916558732.png,image,t,1,2020-01-02 03:39:18.737+05:30,2020-01-26 17:07:23.25+05:30,291
370,database-312883-1577961325811.xlsx,database,t,0,2020-01-02 16:05:25.862+05:30,2020-01-21 19:30:13.646+05:30,403
308,database-948034-1577769820548.xlsx,database,t,54,2019-12-31 10:53:40.678+05:30,2020-01-13 21:54:03.705+05:30,385
326,database-232034-1577885684356.xlsx,database,t,54,2020-01-01 19:04:44.489+05:30,2020-01-13 21:54:32.731+05:30,232
305,database-522120-1577769485939.xlsx,database,t,54,2019-12-31 10:48:12.671+05:30,2020-01-13 21:54:49.467+05:30,385
307,database-697181-1577769802197.xlsx,database,t,54,2019-12-31 10:53:22.403+05:30,2020-01-13 21:55:29.177+05:30,385
325,database-623311-1577885664384.xlsx,database,t,54,2020-01-01 19:04:24.555+05:30,2020-01-13 21:55:38.5+05:30,232
330,image-454918-1577893678028.jpg,image,t,1,2020-01-01 21:17:58.212+05:30,2020-01-26 17:06:22.024+05:30,232
327,image-649010-1577886142181.jpg,image,t,1,2020-01-01 19:12:22.276+05:30,2020-01-14 18:52:56.579+05:30,232
331,image-696007-1577916217239.png,image,t,1,2020-01-02 03:33:37.247+05:30,2020-01-26 17:06:22.024+05:30,291
328,image-449551-1577886142336.jpg,image,t,1,2020-01-01 19:12:22.437+05:30,2020-01-14 19:57:21.258+05:30,232
329,image-734810-1577886143127.jpg,image,t,1,2020-01-01 19:12:23.146+05:30,2020-01-14 19:57:21.258+05:30,232
302,database-985323-1577733659320.xlsx,database,t,0,2019-12-31 00:50:59.355+05:30,2020-01-17 20:17:50.517+05:30,391
304,database-516687-1577733716366.xlsx,database,t,0,2019-12-31 00:51:56.394+05:30,2020-01-17 20:18:19.67+05:30,391
347,image-145089-1577916659743.png,image,t,1,2020-01-02 03:40:59.746+05:30,2020-01-26 17:12:28.793+05:30,291
348,image-167554-1577916659796.png,image,t,1,2020-01-02 03:40:59.798+05:30,2020-01-26 17:12:28.793+05:30,291
349,image-825030-1577916660499.png,image,t,1,2020-01-02 03:41:00.509+05:30,2020-01-26 17:12:28.793+05:30,291
350,image-464264-1577916660500.png,image,t,1,2020-01-02 03:41:00.511+05:30,2020-01-26 17:12:28.793+05:30,291
351,image-355101-1577916661000.png,image,t,1,2020-01-02 03:41:01.003+05:30,2020-01-26 17:12:28.793+05:30,291
352,image-439080-1577916661207.png,image,t,1,2020-01-02 03:41:01.235+05:30,2020-01-26 17:13:27.744+05:30,291
353,image-516235-1577916661249.png,image,t,1,2020-01-02 03:41:01.253+05:30,2020-01-26 17:13:27.744+05:30,291
354,image-625807-1577916661320.png,image,t,1,2020-01-02 03:41:01.325+05:30,2020-01-26 17:13:27.744+05:30,291
355,image-847397-1577916661557.png,image,t,1,2020-01-02 03:41:01.56+05:30,2020-01-26 17:13:27.744+05:30,291
356,image-944868-1577916662788.png,image,t,1,2020-01-02 03:41:02.791+05:30,2020-01-26 17:13:27.744+05:30,291
357,image-137823-1577916663184.png,image,t,1,2020-01-02 03:41:03.186+05:30,2020-01-26 17:13:27.744+05:30,291
337,image-945693-1577916570682.png,image,t,1,2020-01-02 03:39:30.685+05:30,2020-01-26 17:09:11.577+05:30,291
338,image-996977-1577916573266.png,image,t,1,2020-01-02 03:39:33.271+05:30,2020-01-26 17:09:11.577+05:30,291
339,image-647119-1577916652157.png,image,t,1,2020-01-02 03:40:52.164+05:30,2020-01-26 17:09:11.577+05:30,291
340,image-328153-1577916652653.png,image,t,1,2020-01-02 03:40:52.657+05:30,2020-01-26 17:09:11.577+05:30,291
768,image-928725-1578743188754.jpg,image,t,1,2020-01-11 17:16:28.764+05:30,2020-01-28 22:55:11.351+05:30,233
749,image-976778-1578730096829.jpeg,image,t,1,2020-01-11 13:38:16.906+05:30,2020-01-28 22:55:11.351+05:30,1228
750,image-199460-1578730105534.jpeg,image,t,1,2020-01-11 13:38:25.593+05:30,2020-01-28 22:55:11.351+05:30,1228
751,image-900596-1578730113054.jpeg,image,t,1,2020-01-11 13:38:33.055+05:30,2020-01-28 22:55:11.351+05:30,1228
996,image-212349-1579757587899.jpg,image,t,1,2020-01-23 11:03:07.908+05:30,2020-01-28 22:55:11.351+05:30,44
367,image-87046-1577916665202.png,image,t,1,2020-01-02 03:41:05.219+05:30,2020-01-26 17:14:36.15+05:30,291
368,image-157795-1577916665205.png,image,t,1,2020-01-02 03:41:05.221+05:30,2020-01-26 17:14:36.15+05:30,291
765,image-319006-1578743136754.jpg,image,t,1,2020-01-11 17:15:36.768+05:30,2020-01-28 22:55:11.351+05:30,233
766,image-918161-1578743155231.jpg,image,t,1,2020-01-11 17:15:55.232+05:30,2020-01-28 22:55:11.351+05:30,233
767,image-452985-1578743170811.jpg,image,t,1,2020-01-11 17:16:11.023+05:30,2020-01-28 22:55:11.351+05:30,233
369,image-368276-1577916665214.png,image,t,1,2020-01-02 03:41:05.227+05:30,2020-01-26 17:14:36.15+05:30,291
384,image-250195-1577966270508.png,image,f,1,2020-01-02 17:27:50.523+05:30,2020-01-02 17:27:50.523+05:30,208
385,image-654184-1577966280000.png,image,f,1,2020-01-02 17:28:00.002+05:30,2020-01-02 17:28:00.002+05:30,208
386,image-215147-1577966289363.png,image,f,1,2020-01-02 17:28:09.376+05:30,2020-01-02 17:28:09.376+05:30,208
387,image-129383-1577966297419.png,image,f,1,2020-01-02 17:28:17.432+05:30,2020-01-02 17:28:17.432+05:30,208
1011,database-31837-1580234919713.xlsx,database,t,1,2020-01-28 23:38:39.771+05:30,2020-01-31 23:33:39.803+05:30,143
435,database-78867-1578314297662.xlsx,database,t,1,2020-01-06 18:08:17.686+05:30,2020-01-18 17:29:24.82+05:30,275
420,database-959939-1578235892958.xlsx,database,t,10,2020-01-05 20:21:33.003+05:30,2020-01-19 14:08:59.618+05:30,745
520,image-534951-1578493337481.png,image,t,1,2020-01-08 19:52:17.49+05:30,2020-01-28 22:32:34.494+05:30,998
534,image-103506-1578493565129.png,image,t,1,2020-01-08 19:56:05.131+05:30,2020-01-28 22:32:34.494+05:30,998
535,image-452152-1578493581807.png,image,t,1,2020-01-08 19:56:21.847+05:30,2020-01-28 22:32:34.494+05:30,998
536,image-994856-1578493595424.png,image,t,1,2020-01-08 19:56:35.436+05:30,2020-01-28 22:32:34.494+05:30,998
537,image-518651-1578493613436.png,image,t,1,2020-01-08 19:56:53.453+05:30,2020-01-28 22:32:34.494+05:30,998
413,image-585727-1578223354498.jpg,image,f,1,2020-01-05 16:52:34.515+05:30,2020-01-05 16:52:34.515+05:30,626
372,database-428580-1577964408762.xlsx,database,t,32,2020-01-02 16:56:48.842+05:30,2020-01-20 19:49:40.569+05:30,208
390,database-203342-1577990554649.xls,database,t,40,2020-01-03 00:12:34.693+05:30,2020-01-17 19:30:08.433+05:30,405
388,database-304829-1577990506172.xls,database,t,40,2020-01-03 00:11:46.458+05:30,2020-01-17 19:34:10.03+05:30,405
428,database-181489-1578286980857.xlsx,database,t,0,2020-01-06 10:33:01.131+05:30,2020-01-15 20:05:41.484+05:30,701
373,database-233345-1577965133528.xlsx,database,t,32,2020-01-02 17:08:53.583+05:30,2020-01-20 19:49:40.569+05:30,208
374,database-328879-1577965147085.xlsx,database,t,32,2020-01-02 17:09:07.136+05:30,2020-01-20 19:49:40.569+05:30,208
412,database-850100-1578223316327.xlsx,database,t,34,2020-01-05 16:51:57.367+05:30,2020-01-20 20:05:57.266+05:30,626
429,image-725948-1578287022970.jpg,image,t,1,2020-01-06 10:33:43.044+05:30,2020-01-25 16:26:05.162+05:30,701
397,database-197931-1578145104619.xlsx,database,t,0,2020-01-04 19:08:24.634+05:30,2020-01-20 19:57:31.2+05:30,516
393,database-868272-1578136803160.xlsx,database,t,0,2020-01-04 16:50:03.782+05:30,2020-01-21 17:41:51.605+05:30,448
394,database-651964-1578136814420.xlsx,database,t,0,2020-01-04 16:50:14.726+05:30,2020-01-21 17:42:15.26+05:30,448
436,database-398841-1578316505552.xlsx,database,t,0,2020-01-06 18:45:05.582+05:30,2020-01-21 18:04:43.412+05:30,635
427,database-629863-1578243622018.xlsx,database,t,0,2020-01-05 22:30:22.039+05:30,2020-01-21 18:16:59.714+05:30,759
396,database-887755-1578139870763.xlsx,database,t,0,2020-01-04 17:41:10.795+05:30,2020-01-21 19:25:50.544+05:30,479
972,image-2354-1579627538215.jpg,image,f,1,2020-01-21 22:55:38.224+05:30,2020-01-21 22:55:38.224+05:30,1501
973,image-403290-1579627550660.jpg,image,f,1,2020-01-21 22:55:50.714+05:30,2020-01-21 22:55:50.714+05:30,1501
371,image-967773-1577962003532.png,image,t,1,2020-01-02 16:16:43.547+05:30,2020-01-26 17:15:10.928+05:30,403
391,image-74012-1578133990369.png,image,t,1,2020-01-04 16:03:10.398+05:30,2020-01-25 16:25:16.707+05:30,437
414,image-820448-1578224109832.jpg,image,t,1,2020-01-05 17:05:09.945+05:30,2020-01-25 16:25:40.966+05:30,691
